id,assists,bonus,bps,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,defensive_contribution,defensive_contribution_per_90,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,form,web_name,goals_conceded,goals_conceded_per_90,goals_scored,minutes,now_cost,own_goals,penalties_missed,penalties_saved,position,recoveries,red_cards,saves,selected_by_percent,starts_per_90,tackles,team,team_name,total_points,transfers_in,transfers_out,yellow_cards
111,0,0,21,0,0.0,25,29,11.45,0.06,0.02,0.06,0.02,0.00,3.18,1.26,0.0,0.0,Pinnock,5,1.97,0,228,42,1,0,0,Defender,9,0,0,0.1,1.18,4,5,Brentford,4,12016,26393,1
112,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Roerslev,0,0.0,0,0,45,0,0,0,Defender,0,0,0,0.0,0.0,0,5,Brentford,0,211,3928,0
113,1,3,259,4,0.19,179,193,8.94,0.48,0.02,2.85,0.13,2.37,29.23,1.35,0.11,3.8,Van den Berg,31,1.44,0,1943,45,0,0,0,Defender,74,0,0,0.8,0.97,14,5,Brentford,71,226321,196154,1
114,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Arthur,0,0.0,0,0,38,0,0,0,Defender,0,0,0,0.2,0.0,0,5,Brentford,0,12981,29650,0
115,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Fredrick,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.1,0.0,0,5,Brentford,0,2020,14301,0
116,0,0,94,2,0.31,30,42,6.43,0.17,0.03,0.57,0.09,0.40,6.47,0.99,0.06,0.8,Hickey,8,1.22,0,588,40,0,0,0,Defender,33,0,0,0.4,1.07,12,5,Brentford,33,65795,70456,1
117,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Ji-soo,0,0.0,0,0,39,0,0,0,Defender,0,0,0,0.1,0.0,0,5,Brentford,0,4108,15558,0
118,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Meghoma,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.0,0.0,0,5,Brentford,0,279,10960,0
119,3,15,414,5,0.24,14,100,4.77,3.94,0.19,11.48,0.55,7.54,25.64,1.22,0.36,6.4,Mbeumo,29,1.38,9,1886,86,0,0,0,Midfielder,70,0,0,23.0,1.05,16,14,Man Utd,115,6800003,5699372,3
120,4,5,295,7,0.33,44,146,6.91,1.77,0.08,10.34,0.49,8.57,25.65,1.21,0.41,0.2,Schade,22,1.04,6,1902,69,0,1,0,Midfielder,70,1,0,1.2,1.04,32,5,Brentford,87,768078,677596,6
121,3,3,280,2,0.14,29,152,10.4,3.68,0.25,5.08,0.35,1.40,19.72,1.35,0.1,0.8,Damsgaard,22,1.51,1,1315,56,0,0,0,Midfielder,86,0,0,0.4,1.03,37,5,Brentford,64,100258,169639,0
122,0,0,5,0,0.0,0,4,8.0,0.01,0.02,0.01,0.02,0.00,1.49,2.98,0.0,0.0,Milambo,3,6.0,0,45,52,0,0,0,Midfielder,2,0,0,0.0,2.0,2,5,Brentford,1,2021,6920,0
123,0,1,42,0,0.0,0,8,7.2,0.03,0.03,0.73,0.66,0.70,2.08,1.87,0.63,0.0,Carvalho,4,3.6,1,100,47,0,0,0,Midfielder,5,0,0,0.1,0.9,3,5,Brentford,13,27219,51296,0
124,3,5,287,4,0.23,44,144,8.33,2.06,0.12,2.39,0.14,0.33,22.19,1.28,0.02,1.2,Henderson,24,1.39,1,1555,50,0,0,0,Midfielder,78,0,0,0.3,1.04,22,5,Brentford,64,97770,98771,4
125,4,6,300,5,0.36,66,164,11.78,1.88,0.14,2.70,0.2,0.82,20.22,1.45,0.06,3.4,Janelt,16,1.15,1,1253,49,0,0,0,Midfielder,74,0,0,0.3,0.93,24,5,Brentford,70,65409,29504,7
126,2,0,279,5,0.35,24,108,7.56,3.64,0.25,5.50,0.38,1.86,19.83,1.39,0.13,3.2,Jensen,18,1.26,2,1285,49,0,0,0,Midfielder,62,0,0,0.1,1.05,22,5,Brentford,59,15980,16992,2
127,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Nunes,0,0.0,0,0,49,0,0,0,Midfielder,0,0,0,0.0,0.0,0,5,Brentford,0,1544,2238,0
128,2,0,41,0,0.0,3,10,10.23,0.36,0.37,0.36,0.37,0.00,2.02,2.07,0.0,0.0,Onyeka,2,2.05,0,88,48,0,0,0,Midfielder,5,0,0,0.0,0.0,2,5,Brentford,12,5396,8808,0
129,2,0,317,5,0.23,54,239,11.23,1.13,0.05,2.32,0.11,1.19,29.25,1.37,0.06,1.4,Yarmoliuk,30,1.41,1,1915,50,0,0,0,Midfielder,135,0,0,0.1,1.03,50,5,Brentford,74,23649,19702,6
130,0,0,13,0,0.0,0,2,9.0,0.01,0.04,0.08,0.36,0.07,0.24,1.08,0.32,0.4,Donovan,0,0.0,0,20,44,0,0,0,Midfielder,2,0,0,0.1,0.0,0,5,Brentford,3,15135,18039,0
131,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Konak,0,0.0,0,0,43,0,0,0,Midfielder,0,0,0,0.2,0.0,0,5,Brentford,0,38108,43712,0
132,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Maghoma,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,5,Brentford,0,4038,5332,0
133,0,0,2,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Peart-Harris,0,0.0,0,1,44,0,0,0,Midfielder,0,0,0,0.0,0.0,0,5,Brentford,1,3881,6295,0
134,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Trevitt,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,5,Brentford,0,0,947,0
135,0,0,56,1,0.22,3,18,3.99,0.53,0.12,2.41,0.54,1.88,6.10,1.35,0.42,1.0,Wissa,7,1.55,1,406,73,0,0,0,Forward,13,0,0,0.6,0.89,2,15,Newcastle,18,234697,446797,1
136,1,18,537,6,0.24,52,137,5.38,1.55,0.06,16.61,0.65,15.06,36.14,1.42,0.59,2.6,Thiago,35,1.37,17,2292,71,0,1,0,Forward,65,0,0,32.0,1.02,20,5,Brentford,135,8230435,4396573,5
137,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Morgan,0,0.0,0,0,44,0,0,0,Forward,0,0,0,0.3,0.0,0,5,Brentford,0,52422,80694,0
138,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Steele,0,0.0,0,0,42,0,0,0,Goalkeeper,0,0,0,0.2,0.0,0,6,Brighton,0,10125,38959,0
139,0,4,437,6,0.22,23,0,0.0,0.05,0.0,0.05,0.0,0.00,37.69,1.4,0.0,3.8,Verbruggen,34,1.26,0,2430,45,1,0,1,Goalkeeper,244,0,76,5.5,1.0,1,6,Brighton,86,672025,831864,3
140,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,McGill,0,0.0,0,0,39,0,0,0,Goalkeeper,0,0,0,0.3,0.0,0,6,Brighton,0,17665,27556,0
141,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Rushworth,0,0.0,0,0,40,0,0,0,Goalkeeper,0,0,0,0.0,0.0,0,6,Brighton,0,0,243,0
142,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Scherpen,0,0.0,0,0,40,0,0,0,Goalkeeper,0,0,0,0.0,0.0,0,6,Brighton,0,0,204,0
143,1,2,78,1,0.26,25,33,8.51,0.24,0.06,0.29,0.07,0.05,4.90,1.26,0.01,1.2,Boscagli,4,1.03,0,349,42,0,0,0,Defender,27,0,0,0.1,1.03,8,6,Brighton,20,6263,12581,1
144,0,0,32,1,0.47,16,18,8.39,0.01,0.0,0.01,0.0,0.00,4.52,2.11,0.0,0.0,Coppola,3,1.4,0,193,42,0,0,0,Defender,6,0,0,0.0,0.93,2,6,Brighton,10,2735,8114,2
145,0,6,222,4,0.32,31,49,3.9,2.15,0.17,3.70,0.29,1.55,20.47,1.63,0.12,2.2,De Cuyper,18,1.43,2,1130,43,0,0,0,Defender,55,0,0,1.8,1.12,18,6,Brighton,59,252895,703409,2
146,1,0,330,5,0.2,164,193,7.57,0.46,0.02,1.71,0.07,1.25,35.45,1.39,0.05,4.0,Dunk,33,1.29,0,2295,45,0,0,0,Defender,110,0,0,1.0,0.98,29,6,Brighton,69,149682,191493,8
147,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Estupiñan,0,0.0,0,0,45,0,0,0,Defender,0,0,0,0.0,0.0,0,6,Brighton,0,0,1974,0
148,2,4,345,6,0.25,72,117,4.92,2.25,0.09,3.65,0.15,1.40,33.24,1.4,0.06,3.5,F.Kadıoğlu,29,1.22,0,2140,44,0,0,0,Defender,101,0,0,0.3,0.97,45,6,Brighton,73,76349,61898,5
149,0,0,10,0,0.0,13,13,11.36,0.00,0.0,0.00,0.0,0.00,4.66,4.07,0.0,0.0,Igor,3,2.62,0,103,45,0,0,0,Defender,3,0,0,0.1,0.87,0,6,Brighton,6,8788,9996,0
150,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Lamptey,0,0.0,0,0,44,0,0,0,Defender,0,0,0,0.1,0.0,0,6,Brighton,0,2778,38538,0
151,2,7,384,6,0.24,175,208,8.43,0.92,0.04,2.96,0.12,2.05,34.90,1.41,0.08,4.0,Van Hecke,32,1.3,3,2220,44,1,0,0,Defender,77,0,0,3.6,1.01,33,6,Brighton,101,926095,620186,7
152,0,1,121,1,0.11,57,85,9.47,0.11,0.01,1.10,0.12,0.99,14.17,1.58,0.11,0.8,Veltman,12,1.34,1,808,43,0,0,0,Defender,31,0,0,0.1,0.89,28,6,Brighton,32,21761,35206,4
153,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Webster,0,0.0,0,0,44,0,0,0,Defender,0,0,0,0.0,0.0,0,6,Brighton,0,891,1664,0
154,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Cashin,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.0,0.0,0,6,Brighton,0,0,776,0
155,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Slater,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.1,0.0,0,6,Brighton,0,3175,16564,0
156,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Tasker,0,0.0,0,0,38,0,0,0,Defender,0,0,0,0.2,0.0,0,6,Brighton,0,11534,16602,0
157,1,2,169,4,0.28,17,72,5.09,2.01,0.14,4.50,0.32,2.49,18.14,1.28,0.18,2.5,Mitoma,14,0.99,2,1273,61,0,0,0,Midfielder,44,0,0,2.0,0.99,11,6,Brighton,48,275306,837376,2
158,4,2,213,6,0.36,32,101,6.05,2.06,0.12,4.11,0.24,2.05,19.19,1.15,0.12,0.8,Georginio,16,0.96,2,1502,56,1,0,0,Midfielder,46,0,0,0.3,1.08,23,6,Brighton,65,129326,248680,2
159,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,March,0,0.0,0,0,58,0,0,0,Midfielder,0,0,0,0.0,0.0,0,6,Brighton,0,757,2540,0
160,8,6,314,6,0.33,21,125,6.88,2.78,0.15,5.69,0.31,2.91,25.32,1.39,0.16,0.8,Minteh,26,1.43,1,1634,56,0,0,0,Midfielder,70,0,0,2.0,0.99,34,6,Brighton,84,1919508,1849807,0
161,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Enciso,0,0.0,0,0,54,0,0,0,Midfielder,0,0,0,0.0,0.0,0,6,Brighton,0,105,2953,0
162,1,2,114,2,0.25,4,58,7.37,0.88,0.11,2.74,0.35,1.86,13.82,1.76,0.24,0.0,Gruda,11,1.4,1,708,54,0,0,0,Midfielder,40,0,0,0.0,1.02,14,6,Brighton,35,16799,19448,2
163,3,2,168,2,0.21,27,77,8.22,0.48,0.05,1.43,0.15,0.95,18.20,1.94,0.1,1.8,Hinshelwood,14,1.49,1,843,51,1,0,0,Midfielder,39,0,0,0.0,0.96,11,6,Brighton,43,9196,16785,0
164,0,2,40,1,0.49,3,9,4.38,0.18,0.09,1.39,0.68,1.21,2.33,1.13,0.59,0.2,O'Riley,2,0.97,1,185,55,0,0,0,Midfielder,2,0,0,0.3,0.97,4,6,Brighton,13,131428,199168,0
165,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Sima,0,0.0,0,0,54,0,0,0,Midfielder,0,0,0,0.0,0.0,0,6,Brighton,0,247,2238,0
166,3,7,351,5,0.26,46,200,10.59,1.07,0.06,3.61,0.19,2.54,24.57,1.3,0.13,1.5,Ayari,21,1.11,3,1699,48,0,0,0,Midfielder,111,0,0,0.5,0.95,43,6,Brighton,83,198544,165725,0
167,0,0,145,4,0.31,45,141,10.75,0.27,0.02,0.63,0.05,0.36,16.24,1.24,0.03,1.8,Baleba,16,1.22,0,1180,45,0,0,0,Midfielder,68,0,0,1.5,1.37,28,6,Brighton,37,191220,539507,5
168,0,0,5,0,0.0,1,5,6.52,0.10,0.13,0.14,0.18,0.04,1.86,2.43,0.05,0.2,Buonanotte,2,2.61,0,69,46,0,0,0,Midfielder,3,0,0,0.1,1.3,1,11,Leeds,2,15595,28543,1
169,0,7,278,6,0.34,34,168,9.53,1.22,0.07,5.82,0.33,4.60,23.83,1.35,0.26,3.2,Gomez,22,1.25,4,1587,49,0,0,0,Midfielder,74,0,0,0.2,1.08,60,6,Brighton,69,77720,69384,6
170,1,0,112,1,0.19,15,49,9.5,0.59,0.11,1.55,0.3,0.96,8.82,1.71,0.19,1.5,Milner,12,2.33,1,464,49,0,0,0,Midfielder,25,0,0,0.1,0.58,9,6,Brighton,27,18209,23078,2
171,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Sarmiento,0,0.0,0,0,49,0,0,0,Midfielder,0,0,0,0.0,0.0,0,6,Brighton,0,197,2960,0
172,0,0,15,0,0.0,0,5,7.89,0.03,0.05,0.07,0.11,0.04,1.72,2.72,0.06,0.0,Watson,2,3.16,0,57,48,0,0,0,Midfielder,4,0,0,0.0,0.0,1,6,Brighton,5,2397,4117,1
173,4,3,259,4,0.29,73,192,13.9,1.49,0.11,2.69,0.2,1.20,17.13,1.24,0.09,0.5,Wieffer,17,1.23,0,1243,49,0,0,0,Midfielder,70,0,0,0.1,1.01,49,6,Brighton,60,79564,77395,5
174,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Yalcouye,0,0.0,0,0,50,0,0,0,Midfielder,0,0,0,0.0,0.0,0,6,Brighton,0,0,1262,0
175,0,0,3,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Knight,0,0.0,0,1,44,0,0,0,Midfielder,0,0,0,0.1,0.0,0,6,Brighton,1,11030,14660,0
176,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Mazilu,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,6,Brighton,0,1435,4587,0
177,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Moran,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,6,Brighton,0,490,5090,0
178,0,11,313,6,0.35,23,70,4.11,0.77,0.05,9.49,0.56,8.72,22.71,1.33,0.51,3.5,Welbeck,20,1.17,9,1534,61,0,2,0,Forward,31,0,0,3.6,1.0,16,6,Brighton,82,1988182,2121376,4
179,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Ferguson,0,0.0,0,0,55,0,0,0,Forward,0,0,0,0.0,0.0,0,6,Brighton,0,0,1557,0
180,1,0,55,0,0.0,2,15,10.23,0.11,0.08,0.55,0.38,0.44,2.59,1.77,0.3,0.0,Tzimas,2,1.36,1,132,52,0,0,0,Forward,10,0,0,0.1,0.68,3,6,Brighton,16,13114,23071,0
181,1,3,117,1,0.31,5,38,11.71,0.23,0.07,1.93,0.59,1.70,4.62,1.42,0.52,1.0,Kostoulas,7,2.16,2,292,48,0,0,0,Forward,22,0,0,0.4,0.62,11,6,Brighton,30,54456,72769,2
182,0,0,62,1,0.33,6,0,0.0,0.00,0.0,0.00,0.0,0.00,3.97,1.32,0.0,0.0,Trafford,4,1.33,0,270,45,0,0,0,Goalkeeper,33,0,11,0.9,1.0,2,13,Man City,11,99687,272053,0
183,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Weiss,0,0.0,0,0,43,0,0,0,Goalkeeper,0,0,0,0.1,0.0,0,3,Burnley,0,7270,16842,0
184,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Green,0,0.0,0,0,40,0,0,0,Goalkeeper,0,0,0,0.2,0.0,0,3,Burnley,0,4943,33720,0
185,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Hladký,0,0.0,0,0,39,0,0,0,Goalkeeper,0,0,0,0.2,0.0,0,3,Burnley,0,14664,19848,0
186,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Roberts,0,0.0,0,0,44,0,0,0,Defender,0,0,0,0.0,0.0,0,3,Burnley,0,1545,9102,0
187,2,3,153,3,0.12,115,151,5.96,0.97,0.04,1.09,0.04,0.12,50.46,1.99,0.0,0.8,Walker,49,1.93,0,2281,44,0,0,0,Defender,116,0,0,1.1,1.03,36,3,Burnley,52,146018,256673,8
188,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Delcroix,0,0.0,0,0,38,0,0,0,Defender,0,0,0,0.2,0.0,0,3,Burnley,0,26052,40629,0
189,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Dodgson,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.0,0.0,0,3,Burnley,0,0,2369,0
190,0,2,121,2,0.15,113,132,10.08,0.24,0.02,0.45,0.04,0.21,22.73,1.74,0.02,0.0,Ekdal,24,1.83,0,1179,39,0,0,0,Defender,31,0,0,0.8,0.99,19,3,Burnley,44,246743,200687,0
191,0,0,197,2,0.09,198,228,9.97,0.53,0.02,1.11,0.05,0.58,47.68,2.08,0.03,2.2,Estève,48,2.1,0,2059,39,2,0,0,Defender,77,0,0,7.9,1.05,30,3,Burnley,59,747068,1908617,0
192,5,0,170,2,0.13,73,104,7.0,1.51,0.1,1.70,0.11,0.19,30.28,2.04,0.01,0.0,Hartman,28,1.88,0,1337,40,0,0,0,Defender,49,0,0,0.6,1.01,31,3,Burnley,46,183157,173998,1
193,2,1,135,1,0.1,62,81,8.29,0.47,0.05,0.69,0.07,0.22,18.24,1.87,0.02,2.2,Humphreys,18,1.84,0,879,39,0,0,0,Defender,33,0,0,0.1,0.92,19,3,Burnley,32,17325,12859,3
194,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Jordan,0,0.0,0,0,39,0,0,0,Defender,0,0,0,0.1,0.0,0,3,Burnley,0,1792,15311,0
195,0,0,78,1,0.1,44,66,6.56,0.97,0.1,1.28,0.13,0.31,18.44,1.83,0.03,0.8,Lucas Pires,19,1.89,0,906,38,0,0,0,Defender,56,1,0,0.3,0.99,22,3,Burnley,17,46354,34267,0
196,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Sambo,0,0.0,0,0,40,0,0,0,Defender,0,0,0,0.0,0.0,0,3,Burnley,0,202,9639,0
197,0,0,20,0,0.0,5,7,3.84,0.08,0.04,0.63,0.34,0.55,3.79,2.08,0.3,0.0,Sonne,4,2.2,1,164,38,0,0,0,Defender,4,0,0,0.2,0.55,2,3,Burnley,13,34622,31124,0
198,0,0,81,1,0.1,85,97,9.38,0.11,0.01,0.72,0.07,0.61,24.88,2.41,0.06,-0.5,Tuanzebe,22,2.13,1,931,39,1,0,0,Defender,29,0,0,1.0,1.06,12,3,Burnley,27,137197,289720,1
199,0,0,34,0,0.0,44,47,12.66,0.02,0.01,0.02,0.01,0.00,7.74,2.09,0.0,1.8,Worrall,6,1.62,0,334,38,0,0,0,Defender,7,0,0,0.2,0.81,3,3,Burnley,14,20452,22571,0
200,2,6,339,3,0.15,35,159,8.19,1.80,0.09,4.99,0.25,3.19,38.31,1.97,0.16,3.2,Anthony,37,1.91,6,1748,50,0,0,0,Midfielder,95,0,0,1.8,1.08,29,3,Burnley,86,1212045,1084231,4
201,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Benson,0,0.0,0,0,54,0,0,0,Midfielder,0,0,0,0.0,0.0,0,3,Burnley,0,1070,3139,0
202,1,0,104,3,0.29,20,60,5.9,1.06,0.1,2.41,0.23,1.35,20.84,2.05,0.13,1.0,Bruun Larsen,23,2.26,0,916,53,0,0,0,Midfielder,28,0,0,0.0,0.88,12,3,Burnley,35,5805,8406,0
203,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Boateng,0,0.0,0,0,47,0,0,0,Midfielder,0,0,0,0.0,0.0,0,3,Burnley,0,4002,7026,0
204,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Churlinov,0,0.0,0,0,49,0,0,0,Midfielder,0,0,0,0.0,0.0,0,3,Burnley,0,160,2079,0
205,2,8,321,3,0.18,68,173,10.29,1.36,0.08,2.30,0.14,0.94,32.50,1.93,0.06,0.0,Cullen,29,1.73,2,1513,49,1,0,0,Midfielder,73,0,0,0.9,1.07,32,3,Burnley,70,568328,536133,2
206,3,2,155,1,0.1,6,51,5.29,1.65,0.17,3.09,0.32,1.44,17.71,1.84,0.15,2.8,Edwards,15,1.56,1,867,47,0,0,0,Midfielder,37,0,0,0.1,0.93,8,3,Burnley,43,24733,21083,0
207,2,2,161,1,0.12,8,67,8.38,1.07,0.13,1.53,0.19,0.46,17.77,2.22,0.06,3.2,Hannibal,17,2.12,1,720,47,0,0,0,Midfielder,44,0,0,0.1,1.0,15,3,Burnley,37,16292,23926,6
208,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Koleosho,0,0.0,0,0,50,0,0,0,Midfielder,0,0,0,0.0,0.0,0,3,Burnley,0,68,3023,0
209,0,1,200,1,0.07,65,142,9.57,0.38,0.03,0.98,0.07,0.60,29.81,2.01,0.04,1.0,Laurent,31,2.09,1,1336,48,0,0,0,Midfielder,44,0,0,0.0,0.88,33,3,Burnley,46,5771,6100,6
210,1,0,120,2,0.22,11,48,5.37,0.57,0.06,1.43,0.16,0.86,14.61,1.64,0.1,0.8,Tchaouna,12,1.34,1,804,49,0,0,0,Midfielder,23,0,0,0.0,1.01,14,3,Burnley,36,4757,5858,1
211,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,A.Ramsey,0,0.0,0,0,44,0,0,0,Midfielder,0,0,0,1.4,0.0,0,3,Burnley,0,62789,929551,0
212,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Adewumi,0,0.0,0,0,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,3,Burnley,0,0,2754,0
213,0,0,2,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.05,0.5,0.0,0.0,Banel,0,0.0,0,9,45,0,0,0,Midfielder,0,0,0,0.0,0.0,0,3,Burnley,1,7482,8910,0
214,0,0,10,0,0.0,0,2,9.47,0.00,0.0,0.00,0.0,0.00,0.46,2.18,0.0,0.0,Trésor,1,4.74,0,19,44,0,0,0,Midfielder,2,0,0,0.1,0.0,0,3,Burnley,4,11826,15682,0
215,0,6,197,2,0.2,26,49,4.82,0.18,0.02,4.25,0.42,4.07,19.06,1.87,0.4,3.5,Flemming,16,1.57,6,915,53,0,0,0,Forward,17,0,0,0.3,1.08,6,3,Burnley,56,148812,143478,3
216,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Amdouni,0,0.0,0,0,48,0,0,0,Forward,0,0,0,0.0,0.0,0,3,Burnley,0,1971,6178,0
217,1,4,170,3,0.26,19,60,5.3,0.26,0.02,2.51,0.22,2.25,21.21,1.87,0.2,1.0,Foster,22,1.94,3,1019,49,0,0,0,Forward,30,0,0,0.8,1.06,11,3,Burnley,46,448029,438042,3
218,0,0,3,0,0.0,0,2,12.0,0.00,0.0,0.11,0.66,0.11,0.48,2.88,0.66,0.2,Barnes,1,6.0,0,15,42,0,0,0,Forward,2,0,0,1.5,0.0,0,3,Burnley,2,216671,323660,1
219,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Obafemi,0,0.0,0,0,44,0,0,0,Forward,0,0,0,0.1,0.0,0,3,Burnley,0,4151,40496,0
220,1,7,425,9,0.36,20,0,0.0,0.04,0.0,0.04,0.0,0.00,34.59,1.38,0.0,2.0,Sánchez,30,1.2,0,2254,49,0,0,0,Goalkeeper,224,1,68,14.7,1.04,0,7,Chelsea,95,1668932,2707582,3
221,0,0,18,0,0.0,2,0,0.0,0.00,0.0,0.00,0.0,0.00,2.78,1.44,0.0,0.0,Jörgensen,3,1.55,0,174,43,0,0,0,Goalkeeper,14,0,3,0.2,0.52,0,7,Chelsea,3,14981,26783,0
222,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Penders,0,0.0,0,0,40,0,0,0,Goalkeeper,0,0,0,0.0,0.0,0,7,Chelsea,0,0,340,0
223,0,0,0,0,0.0,0,0,0.0,0.00,0.0,0.00,0.0,0.00,0.00,0.0,0.0,0.0,Slonina,0,0.0,0,0,39,0,0,0,Goalkeeper,0,0,0,0.1,0.0,0,7,Chelsea,0,9929,12450,0
224,3,5,409,9,0.43,97,140,6.68,2.73,0.13,4.37,0.21,1.64,27.63,1.32,0.08,3.2,Cucurella,21,1.0,1,1885,61,0,0,0,Defender,85,1,0,14.9,1.05,43,7,Chelsea,90,2716431,3533788,5
